Monat,Verbraucherpreisindex,Produktgruppe
2011-01-01,100.6,Nachrichtenübermittlung
2011-02-01,100.6,Nachrichtenübermittlung
2011-03-01,100.5,Nachrichtenübermittlung
2011-04-01,101.2,Nachrichtenübermittlung
2011-05-01,101.8,Nachrichtenübermittlung
2011-06-01,101.5,Nachrichtenübermittlung
2011-07-01,101,Nachrichtenübermittlung
2011-08-01,101.3,Nachrichtenübermittlung
2011-09-01,100.5,Nachrichtenübermittlung
2011-10-01,100.2,Nachrichtenübermittlung
2011-11-01,100.7,Nachrichtenübermittlung
2011-12-01,100.6,Nachrichtenübermittlung
2012-01-01,100.5,Nachrichtenübermittlung
2012-02-01,100.3,Nachrichtenübermittlung
2012-03-01,100.2,Nachrichtenübermittlung
2012-04-01,100.4,Nachrichtenübermittlung
2012-05-01,97.5,Nachrichtenübermittlung
2012-06-01,101.4,Nachrichtenübermittlung
2012-07-01,101.6,Nachrichtenübermittlung
2012-08-01,101.5,Nachrichtenübermittlung
2012-09-01,101.6,Nachrichtenübermittlung
2012-10-01,101.6,Nachrichtenübermittlung
2012-11-01,101.5,Nachrichtenübermittlung
2012-12-01,101.5,Nachrichtenübermittlung
2013-01-01,101.3,Nachrichtenübermittlung
2013-02-01,101.3,Nachrichtenübermittlung
2013-03-01,101.4,Nachrichtenübermittlung
2013-04-01,101.4,Nachrichtenübermittlung
2013-05-01,102.6,Nachrichtenübermittlung
2013-06-01,101.8,Nachrichtenübermittlung
2013-07-01,101.6,Nachrichtenübermittlung
2013-08-01,101.3,Nachrichtenübermittlung
2013-09-01,101.8,Nachrichtenübermittlung
2013-10-01,101.8,Nachrichtenübermittlung
2013-11-01,101.8,Nachrichtenübermittlung
2013-12-01,106.8,Nachrichtenübermittlung
2014-01-01,106.9,Nachrichtenübermittlung
2014-02-01,107.2,Nachrichtenübermittlung
2014-03-01,107.5,Nachrichtenübermittlung
2014-04-01,107.4,Nachrichtenübermittlung
2014-05-01,107.3,Nachrichtenübermittlung
2014-06-01,107.5,Nachrichtenübermittlung
2014-07-01,107.4,Nachrichtenübermittlung
2014-08-01,109,Nachrichtenübermittlung
2014-09-01,109.4,Nachrichtenübermittlung
2014-10-01,109.2,Nachrichtenübermittlung
2014-11-01,109.7,Nachrichtenübermittlung
2014-12-01,109.5,Nachrichtenübermittlung
2015-01-01,109.5,Nachrichtenübermittlung
2015-02-01,108.9,Nachrichtenübermittlung
2015-03-01,109.5,Nachrichtenübermittlung
2015-04-01,109.1,Nachrichtenübermittlung
2015-05-01,109.1,Nachrichtenübermittlung
2015-06-01,109.2,Nachrichtenübermittlung
2015-07-01,109.1,Nachrichtenübermittlung
2015-08-01,109.1,Nachrichtenübermittlung
2015-09-01,109.1,Nachrichtenübermittlung
2015-10-01,109.2,Nachrichtenübermittlung
2015-11-01,109,Nachrichtenübermittlung
2015-12-01,108.7,Nachrichtenübermittlung
2016-01-01,108.797625,Nachrichtenübermittlung
2016-02-01,108.579375,Nachrichtenübermittlung
2016-03-01,108.797625,Nachrichtenübermittlung
2016-04-01,108.6885,Nachrichtenübermittlung
2016-05-01,104.76,Nachrichtenübermittlung
2016-06-01,104.10525,Nachrichtenübermittlung
2016-07-01,104.214375,Nachrichtenübermittlung
2016-08-01,108.03375,Nachrichtenübermittlung
2016-09-01,107.924625,Nachrichtenübermittlung
2016-10-01,108.03375,Nachrichtenübermittlung
2016-11-01,107.924625,Nachrichtenübermittlung
2016-12-01,107.8155,Nachrichtenübermittlung
2017-01-01,107.16075,Nachrichtenübermittlung
2017-02-01,107.269875,Nachrichtenübermittlung
2017-03-01,106.9425,Nachrichtenübermittlung
2017-04-01,106.833375,Nachrichtenübermittlung
2017-05-01,106.615125,Nachrichtenübermittlung
2017-06-01,106.72425,Nachrichtenübermittlung
2017-07-01,105.1965,Nachrichtenübermittlung
2017-08-01,104.650875,Nachrichtenübermittlung
2017-09-01,104.97825,Nachrichtenübermittlung
2017-10-01,104.650875,Nachrichtenübermittlung
2017-11-01,104.650875,Nachrichtenübermittlung
2017-12-01,104.3235,Nachrichtenübermittlung
2018-01-01,103.996125,Nachrichtenübermittlung
2018-02-01,103.66875,Nachrichtenübermittlung
2018-03-01,103.23225,Nachrichtenübermittlung
2018-04-01,102.35925,Nachrichtenübermittlung
2018-05-01,102.141,Nachrichtenübermittlung
2018-06-01,102.031875,Nachrichtenübermittlung
2018-07-01,103.4505,Nachrichtenübermittlung
2018-08-01,103.123125,Nachrichtenübermittlung
2018-09-01,103.123125,Nachrichtenübermittlung
2018-10-01,102.468375,Nachrichtenübermittlung
2018-11-01,102.141,Nachrichtenübermittlung
2018-12-01,102.468375,Nachrichtenübermittlung
2019-01-01,101.7045,Nachrichtenübermittlung
2019-02-01,101.377125,Nachrichtenübermittlung
2019-03-01,101.158875,Nachrichtenübermittlung
2019-04-01,100.61325,Nachrichtenübermittlung
2019-05-01,100.722375,Nachrichtenübermittlung
2019-06-01,98.758125,Nachrichtenübermittlung
2019-07-01,98.758125,Nachrichtenübermittlung
2019-08-01,98.86725,Nachrichtenübermittlung
2019-09-01,98.649,Nachrichtenübermittlung
2019-10-01,98.2125,Nachrichtenübermittlung
2019-11-01,98.43075,Nachrichtenübermittlung
2019-12-01,98.103375,Nachrichtenübermittlung
2020-01-01,97.012125,Nachrichtenübermittlung
2020-02-01,96.903,Nachrichtenübermittlung
2020-03-01,96.4665,Nachrichtenübermittlung
2020-04-01,96.357375,Nachrichtenübermittlung
2020-05-01,96.139125,Nachrichtenübermittlung
2020-06-01,96.24825,Nachrichtenübermittlung
2020-07-01,96.793875,Nachrichtenübermittlung
2020-08-01,97.012125,Nachrichtenübermittlung
2020-09-01,96.903,Nachrichtenübermittlung
2020-10-01,96.903,Nachrichtenübermittlung
2020-11-01,96.4665,Nachrichtenübermittlung
2020-12-01,96.4665,Nachrichtenübermittlung
2021-01-01,93.25690640625,Nachrichtenübermittlung
2021-02-01,93.25690640625,Nachrichtenübermittlung
2021-03-01,93.45018496875,Nachrichtenübermittlung
2021-04-01,93.83674209375,Nachrichtenübermittlung
2021-05-01,94.03002065625,Nachrichtenübermittlung
2021-06-01,93.933381375,Nachrichtenübermittlung
2021-07-01,94.03002065625,Nachrichtenübermittlung
2021-08-01,93.933381375,Nachrichtenübermittlung
2021-09-01,93.7401028125,Nachrichtenübermittlung
2021-10-01,94.41657778125,Nachrichtenübermittlung
2021-11-01,94.3199385,Nachrichtenübermittlung
2021-12-01,94.3199385,Nachrichtenübermittlung
2022-01-01,94.60985634375,Nachrichtenübermittlung
2022-02-01,94.60985634375,Nachrichtenübermittlung
2022-03-01,94.5132170625,Nachrichtenübermittlung
2022-04-01,94.41657778125,Nachrichtenübermittlung
2022-05-01,93.64346353125,Nachrichtenübermittlung
2022-06-01,93.45018496875,Nachrichtenübermittlung
2022-07-01,92.9669885625,Nachrichtenübermittlung
2022-08-01,92.5804314375,Nachrichtenübermittlung
2022-09-01,92.29051359375,Nachrichtenübermittlung
2022-10-01,92.5804314375,Nachrichtenübermittlung
2022-11-01,92.00059575,Nachrichtenübermittlung
2022-12-01,91.4207600625,Nachrichtenübermittlung
2023-01-01,90.2610886875,Nachrichtenübermittlung
2023-02-01,90.16444940625,Nachrichtenübermittlung
2023-03-01,89.58461371875,Nachrichtenübermittlung
2023-04-01,91.2274815,Nachrichtenübermittlung
2023-05-01,90.74428509375,Nachrichtenübermittlung
2023-06-01,89.97117084375,Nachrichtenübermittlung
2023-07-01,90.45436725,Nachrichtenübermittlung
2011-01-01,101.7,Restaurants und Hotels
2011-02-01,102.6,Restaurants und Hotels
2011-03-01,102.4,Restaurants und Hotels
2011-04-01,102.4,Restaurants und Hotels
2011-05-01,102.6,Restaurants und Hotels
2011-06-01,103.6,Restaurants und Hotels
2011-07-01,105.4,Restaurants und Hotels
2011-08-01,106.3,Restaurants und Hotels
2011-09-01,103.9,Restaurants und Hotels
2011-10-01,103.3,Restaurants und Hotels
2011-11-01,103.4,Restaurants und Hotels
2011-12-01,104.4,Restaurants und Hotels
2012-01-01,105.2,Restaurants und Hotels
2012-02-01,106,Restaurants und Hotels
2012-03-01,105.5,Restaurants und Hotels
2012-04-01,105.3,Restaurants und Hotels
2012-05-01,105.2,Restaurants und Hotels
2012-06-01,105.9,Restaurants und Hotels
2012-07-01,107.6,Restaurants und Hotels
2012-08-01,108,Restaurants und Hotels
2012-09-01,106.4,Restaurants und Hotels
2012-10-01,106,Restaurants und Hotels
2012-11-01,106.6,Restaurants und Hotels
2012-12-01,108.2,Restaurants und Hotels
2013-01-01,108.9,Restaurants und Hotels
2013-02-01,109.7,Restaurants und Hotels
2013-03-01,109.3,Restaurants und Hotels
2013-04-01,108.9,Restaurants und Hotels
2013-05-01,108.6,Restaurants und Hotels
2013-06-01,109.1,Restaurants und Hotels
2013-07-01,110.8,Restaurants und Hotels
2013-08-01,111.4,Restaurants und Hotels
2013-09-01,109.5,Restaurants und Hotels
2013-10-01,109.1,Restaurants und Hotels
2013-11-01,109.3,Restaurants und Hotels
2013-12-01,111.9,Restaurants und Hotels
2014-01-01,111.6,Restaurants und Hotels
2014-02-01,112.9,Restaurants und Hotels
2014-03-01,112.6,Restaurants und Hotels
2014-04-01,111.6,Restaurants und Hotels
2014-05-01,111.8,Restaurants und Hotels
2014-06-01,112.7,Restaurants und Hotels
2014-07-01,114.3,Restaurants und Hotels
2014-08-01,114.7,Restaurants und Hotels
2014-09-01,112.7,Restaurants und Hotels
2014-10-01,112.2,Restaurants und Hotels
2014-11-01,112.8,Restaurants und Hotels
2014-12-01,114.9,Restaurants und Hotels
2015-01-01,114.4,Restaurants und Hotels
2015-02-01,115.5,Restaurants und Hotels
2015-03-01,115.3,Restaurants und Hotels
2015-04-01,115,Restaurants und Hotels
2015-05-01,115.2,Restaurants und Hotels
2015-06-01,116,Restaurants und Hotels
2015-07-01,117.6,Restaurants und Hotels
2015-08-01,118.2,Restaurants und Hotels
2015-09-01,116.3,Restaurants und Hotels
2015-10-01,116,Restaurants und Hotels
2015-11-01,116.4,Restaurants und Hotels
2015-12-01,118.7,Restaurants und Hotels
2016-01-01,118.657216666667,Restaurants und Hotels
2016-02-01,119.9356,Restaurants und Hotels
2016-03-01,119.122083333333,Restaurants und Hotels
2016-04-01,118.773433333333,Restaurants und Hotels
2016-05-01,118.88965,Restaurants und Hotels
2016-06-01,119.9356,Restaurants und Hotels
2016-07-01,121.446416666667,Restaurants und Hotels
2016-08-01,121.67885,Restaurants und Hotels
2016-09-01,119.819383333333,Restaurants und Hotels
2016-10-01,119.703166666667,Restaurants und Hotels
2016-11-01,120.051816666667,Restaurants und Hotels
2016-12-01,122.259933333333,Restaurants und Hotels
2017-01-01,122.143716666667,Restaurants und Hotels
2017-02-01,123.189666666667,Restaurants und Hotels
2017-03-01,122.608583333333,Restaurants und Hotels
2017-04-01,122.492366666667,Restaurants und Hotels
2017-05-01,122.259933333333,Restaurants und Hotels
2017-06-01,123.4221,Restaurants und Hotels
2017-07-01,124.700483333333,Restaurants und Hotels
2017-08-01,125.049133333333,Restaurants und Hotels
2017-09-01,123.654533333333,Restaurants und Hotels
2017-10-01,123.189666666667,Restaurants und Hotels
2017-11-01,124.003183333333,Restaurants und Hotels
2017-12-01,125.746433333333,Restaurants und Hotels
2018-01-01,125.86265,Restaurants und Hotels
2018-02-01,126.9086,Restaurants und Hotels
2018-03-01,126.443733333333,Restaurants und Hotels
2018-04-01,126.443733333333,Restaurants und Hotels
2018-05-01,126.443733333333,Restaurants und Hotels
2018-06-01,127.024816666667,Restaurants und Hotels
2018-07-01,128.419416666667,Restaurants und Hotels
2018-08-01,128.884283333333,Restaurants und Hotels
2018-09-01,127.489683333333,Restaurants und Hotels
2018-10-01,127.25725,Restaurants und Hotels
2018-11-01,127.6059,Restaurants und Hotels
2018-12-01,129.232933333333,Restaurants und Hotels
2019-01-01,129.465366666667,Restaurants und Hotels
2019-02-01,130.3951,Restaurants und Hotels
2019-03-01,129.930233333333,Restaurants und Hotels
2019-04-01,129.930233333333,Restaurants und Hotels
2019-05-01,129.814016666667,Restaurants und Hotels
2019-06-01,130.976183333333,Restaurants und Hotels
2019-07-01,132.370783333333,Restaurants und Hotels
2019-08-01,132.719433333333,Restaurants und Hotels
2019-09-01,131.44105,Restaurants und Hotels
2019-10-01,131.0924,Restaurants und Hotels
2019-11-01,131.44105,Restaurants und Hotels
2019-12-01,133.64916666666701,Restaurants und Hotels
2020-01-01,133.416733333333,Restaurants und Hotels
2020-02-01,134.811333333333,Restaurants und Hotels
2020-03-01,134.114033333333,Restaurants und Hotels
2020-04-01,133.997816666667,Restaurants und Hotels
2020-05-01,132.951866666667,Restaurants und Hotels
2020-06-01,134.92755,Restaurants und Hotels
2020-07-01,136.787016666667,Restaurants und Hotels
2020-08-01,136.903233333333,Restaurants und Hotels
2020-09-01,135.857283333333,Restaurants und Hotels
2020-10-01,135.392416666667,Restaurants und Hotels
2020-11-01,135.741066666667,Restaurants und Hotels
2020-12-01,137.484316666667,Restaurants und Hotels
2021-01-01,136.685908166667,Restaurants und Hotels
2021-02-01,137.632299222222,Restaurants und Hotels
2021-03-01,137.767497944444,Restaurants und Hotels
2021-04-01,137.902696666667,Restaurants und Hotels
2021-05-01,138.037895388889,Restaurants und Hotels
2021-06-01,139.254683888889,Restaurants und Hotels
2021-07-01,141.282664722222,Restaurants und Hotels
2021-08-01,141.958658333333,Restaurants und Hotels
2021-09-01,140.336273666667,Restaurants und Hotels
2021-10-01,140.877068555556,Restaurants und Hotels
2021-11-01,141.553062166667,Restaurants und Hotels
2021-12-01,143.445844277778,Restaurants und Hotels
2022-01-01,145.338626388889,Restaurants und Hotels
2022-02-01,146.825812333333,Restaurants und Hotels
2022-03-01,146.961011055556,Restaurants und Hotels
2022-04-01,146.285017444444,Restaurants und Hotels
2022-05-01,148.177799555556,Restaurants und Hotels
2022-06-01,151.422568888889,Restaurants und Hotels
2022-07-01,154.396940777778,Restaurants und Hotels
2022-08-01,156.019325444444,Restaurants und Hotels
2022-09-01,155.208133111111,Restaurants und Hotels
2022-10-01,156.424921611111,Restaurants und Hotels
2022-11-01,157.641710111111,Restaurants und Hotels
2022-12-01,161.697671777778,Restaurants und Hotels
2023-01-01,163.184857722222,Restaurants und Hotels
2023-02-01,166.564825777778,Restaurants und Hotels
2023-03-01,166.429627055556,Restaurants und Hotels
2023-04-01,167.105620666667,Restaurants und Hotels
2023-05-01,168.322409166667,Restaurants und Hotels
2023-06-01,171.026383611111,Restaurants und Hotels
2023-07-01,173.324761888889,Restaurants und Hotels
2011-01-01,102.7,Nahrungsmittel und alkoholfreie Getränke
2011-02-01,103.5,Nahrungsmittel und alkoholfreie Getränke
2011-03-01,104.6,Nahrungsmittel und alkoholfreie Getränke
2011-04-01,105,Nahrungsmittel und alkoholfreie Getränke
2011-05-01,104.3,Nahrungsmittel und alkoholfreie Getränke
2011-06-01,103.9,Nahrungsmittel und alkoholfreie Getränke
2011-07-01,104,Nahrungsmittel und alkoholfreie Getränke
2011-08-01,103.7,Nahrungsmittel und alkoholfreie Getränke
2011-09-01,104.1,Nahrungsmittel und alkoholfreie Getränke
2011-10-01,104.7,Nahrungsmittel und alkoholfreie Getränke
2011-11-01,105.1,Nahrungsmittel und alkoholfreie Getränke
2011-12-01,105.1,Nahrungsmittel und alkoholfreie Getränke
2012-01-01,106.4,Nahrungsmittel und alkoholfreie Getränke
2012-02-01,107,Nahrungsmittel und alkoholfreie Getränke
2012-03-01,107.6,Nahrungsmittel und alkoholfreie Getränke
2012-04-01,106.8,Nahrungsmittel und alkoholfreie Getränke
2012-05-01,106.8,Nahrungsmittel und alkoholfreie Getränke
2012-06-01,107,Nahrungsmittel und alkoholfreie Getränke
2012-07-01,107.2,Nahrungsmittel und alkoholfreie Getränke
2012-08-01,107.5,Nahrungsmittel und alkoholfreie Getränke
2012-09-01,107.6,Nahrungsmittel und alkoholfreie Getränke
2012-10-01,108.1,Nahrungsmittel und alkoholfreie Getränke
2012-11-01,108.9,Nahrungsmittel und alkoholfreie Getränke
2012-12-01,110.1,Nahrungsmittel und alkoholfreie Getränke
2013-01-01,110.5,Nahrungsmittel und alkoholfreie Getränke
2013-02-01,110.5,Nahrungsmittel und alkoholfreie Getränke
2013-03-01,110.4,Nahrungsmittel und alkoholfreie Getränke
2013-04-01,111,Nahrungsmittel und alkoholfreie Getränke
2013-05-01,111.8,Nahrungsmittel und alkoholfreie Getränke
2013-06-01,111.7,Nahrungsmittel und alkoholfreie Getränke
2013-07-01,111.3,Nahrungsmittel und alkoholfreie Getränke
2013-08-01,111,Nahrungsmittel und alkoholfreie Getränke
2013-09-01,110.8,Nahrungsmittel und alkoholfreie Getränke
2013-10-01,111.8,Nahrungsmittel und alkoholfreie Getränke
2013-11-01,112,Nahrungsmittel und alkoholfreie Getränke
2013-12-01,112.9,Nahrungsmittel und alkoholfreie Getränke
2014-01-01,113.5,Nahrungsmittel und alkoholfreie Getränke
2014-02-01,113.5,Nahrungsmittel und alkoholfreie Getränke
2014-03-01,113.1,Nahrungsmittel und alkoholfreie Getränke
2014-04-01,113.3,Nahrungsmittel und alkoholfreie Getränke
2014-05-01,114,Nahrungsmittel und alkoholfreie Getränke
2014-06-01,113.6,Nahrungsmittel und alkoholfreie Getränke
2014-07-01,113.4,Nahrungsmittel und alkoholfreie Getränke
2014-08-01,113.1,Nahrungsmittel und alkoholfreie Getränke
2014-09-01,113.2,Nahrungsmittel und alkoholfreie Getränke
2014-10-01,113.5,Nahrungsmittel und alkoholfreie Getränke
2014-11-01,113.7,Nahrungsmittel und alkoholfreie Getränke
2014-12-01,114,Nahrungsmittel und alkoholfreie Getränke
2015-01-01,114.2,Nahrungsmittel und alkoholfreie Getränke
2015-02-01,114.2,Nahrungsmittel und alkoholfreie Getränke
2015-03-01,114.6,Nahrungsmittel und alkoholfreie Getränke
2015-04-01,114.8,Nahrungsmittel und alkoholfreie Getränke
2015-05-01,115.2,Nahrungsmittel und alkoholfreie Getränke
2015-06-01,114.7,Nahrungsmittel und alkoholfreie Getränke
2015-07-01,114.4,Nahrungsmittel und alkoholfreie Getränke
2015-08-01,114,Nahrungsmittel und alkoholfreie Getränke
2015-09-01,114.1,Nahrungsmittel und alkoholfreie Getränke
2015-10-01,114.1,Nahrungsmittel und alkoholfreie Getränke
2015-11-01,114.2,Nahrungsmittel und alkoholfreie Getränke
2015-12-01,114.5,Nahrungsmittel und alkoholfreie Getränke
2016-01-01,114.98875,Nahrungsmittel und alkoholfreie Getränke
2016-02-01,115.446416666667,Nahrungsmittel und alkoholfreie Getränke
2016-03-01,115.446416666667,Nahrungsmittel und alkoholfreie Getränke
2016-04-01,115.789666666667,Nahrungsmittel und alkoholfreie Getränke
2016-05-01,115.332,Nahrungsmittel und alkoholfreie Getränke
2016-06-01,114.874333333333,Nahrungsmittel und alkoholfreie Getränke
2016-07-01,114.98875,Nahrungsmittel und alkoholfreie Getränke
2016-08-01,114.98875,Nahrungsmittel und alkoholfreie Getränke
2016-09-01,114.6455,Nahrungsmittel und alkoholfreie Getränke
2016-10-01,115.332,Nahrungsmittel und alkoholfreie Getränke
2016-11-01,115.560833333333,Nahrungsmittel und alkoholfreie Getränke
2016-12-01,115.67525,Nahrungsmittel und alkoholfreie Getränke
2017-01-01,117.04825,Nahrungsmittel und alkoholfreie Getränke
2017-02-01,118.078,Nahrungsmittel und alkoholfreie Getränke
2017-03-01,117.277083333333,Nahrungsmittel und alkoholfreie Getränke
2017-04-01,117.04825,Nahrungsmittel und alkoholfreie Getränke
2017-05-01,117.73475,Nahrungsmittel und alkoholfreie Getränke
2017-06-01,117.505916666667,Nahrungsmittel und alkoholfreie Getränke
2017-07-01,117.505916666667,Nahrungsmittel und alkoholfreie Getränke
2017-08-01,117.849166666667,Nahrungsmittel und alkoholfreie Getränke
2017-09-01,118.192416666667,Nahrungsmittel und alkoholfreie Getränke
2017-10-01,118.993333333333,Nahrungsmittel und alkoholfreie Getränke
2017-11-01,119.222166666667,Nahrungsmittel und alkoholfreie Getränke
2017-12-01,119.336583333333,Nahrungsmittel und alkoholfreie Getränke
2018-01-01,119.336583333333,Nahrungsmittel und alkoholfreie Getränke
2018-02-01,119.451,Nahrungsmittel und alkoholfreie Getränke
2018-03-01,119.336583333333,Nahrungsmittel und alkoholfreie Getränke
2018-04-01,119.451,Nahrungsmittel und alkoholfreie Getränke
2018-05-01,120.023083333333,Nahrungsmittel und alkoholfreie Getränke
2018-06-01,119.908666666667,Nahrungsmittel und alkoholfreie Getränke
2018-07-01,119.908666666667,Nahrungsmittel und alkoholfreie Getränke
2018-08-01,119.336583333333,Nahrungsmittel und alkoholfreie Getränke
2018-09-01,119.679833333333,Nahrungsmittel und alkoholfreie Getränke
2018-10-01,120.366333333333,Nahrungsmittel und alkoholfreie Getränke
2018-11-01,120.251916666667,Nahrungsmittel und alkoholfreie Getränke
2018-12-01,120.251916666667,Nahrungsmittel und alkoholfreie Getränke
2019-01-01,120.709583333333,Nahrungsmittel und alkoholfreie Getränke
2019-02-01,120.709583333333,Nahrungsmittel und alkoholfreie Getränke
2019-03-01,121.16725,Nahrungsmittel und alkoholfreie Getränke
2019-04-01,120.938416666667,Nahrungsmittel und alkoholfreie Getränke
2019-05-01,121.16725,Nahrungsmittel und alkoholfreie Getränke
2019-06-01,120.938416666667,Nahrungsmittel und alkoholfreie Getränke
2019-07-01,121.281666666667,Nahrungsmittel und alkoholfreie Getränke
2019-08-01,121.16725,Nahrungsmittel und alkoholfreie Getränke
2019-09-01,120.595166666667,Nahrungsmittel und alkoholfreie Getränke
2019-10-01,121.16725,Nahrungsmittel und alkoholfreie Getränke
2019-11-01,120.824,Nahrungsmittel und alkoholfreie Getränke
2019-12-01,121.281666666667,Nahrungsmittel und alkoholfreie Getränke
2020-01-01,122.197,Nahrungsmittel und alkoholfreie Getränke
2020-02-01,122.8835,Nahrungsmittel und alkoholfreie Getränke
2020-03-01,123.341166666667,Nahrungsmittel und alkoholfreie Getränke
2020-04-01,124.027666666667,Nahrungsmittel und alkoholfreie Getränke
2020-05-01,122.769083333333,Nahrungsmittel und alkoholfreie Getränke
2020-06-01,124.370916666667,Nahrungsmittel und alkoholfreie Getränke
2020-07-01,124.485333333333,Nahrungsmittel und alkoholfreie Getränke
2020-08-01,124.142083333333,Nahrungsmittel und alkoholfreie Getränke
2020-09-01,124.142083333333,Nahrungsmittel und alkoholfreie Getränke
2020-10-01,124.485333333333,Nahrungsmittel und alkoholfreie Getränke
2020-11-01,124.142083333333,Nahrungsmittel und alkoholfreie Getränke
2020-12-01,124.828583333333,Nahrungsmittel und alkoholfreie Getränke
2021-01-01,120.846273111111,Nahrungsmittel und alkoholfreie Getränke
2021-02-01,124.932263902778,Nahrungsmittel und alkoholfreie Getränke
2021-03-01,124.932263902778,Nahrungsmittel und alkoholfreie Getränke
2021-04-01,124.313174388889,Nahrungsmittel und alkoholfreie Getränke
2021-05-01,124.932263902778,Nahrungsmittel und alkoholfreie Getränke
2021-06-01,124.436992291667,Nahrungsmittel und alkoholfreie Getränke
2021-07-01,124.560810194444,Nahrungsmittel und alkoholfreie Getränke
2021-08-01,124.808446,Nahrungsmittel und alkoholfreie Getränke
2021-09-01,124.932263902778,Nahrungsmittel und alkoholfreie Getränke
2021-10-01,125.798989222222,Nahrungsmittel und alkoholfreie Getränke
2021-11-01,126.170442930555,Nahrungsmittel und alkoholfreie Getränke
2021-12-01,126.913350347222,Nahrungsmittel und alkoholfreie Getränke
2022-01-01,126.789532444444,Nahrungsmittel und alkoholfreie Getränke
2022-02-01,130.256433722222,Nahrungsmittel und alkoholfreie Getränke
2022-03-01,132.237520166667,Nahrungsmittel und alkoholfreie Getränke
2022-04-01,134.713878222222,Nahrungsmittel und alkoholfreie Getränke
2022-05-01,136.199693055555,Nahrungsmittel und alkoholfreie Getränke
2022-06-01,138.552233208333,Nahrungsmittel und alkoholfreie Getränke
2022-07-01,139.790412236111,Nahrungsmittel und alkoholfreie Getränke
2022-08-01,141.152409166667,Nahrungsmittel und alkoholfreie Getränke
2022-09-01,142.266770291667,Nahrungsmittel und alkoholfreie Getränke
2022-10-01,143.876403027778,Nahrungsmittel und alkoholfreie Getränke
2022-11-01,145.362217861111,Nahrungsmittel und alkoholfreie Getränke
2022-12-01,147.343304305555,Nahrungsmittel und alkoholfreie Getränke
2023-01-01,148.333847527778,Nahrungsmittel und alkoholfreie Getränke
2023-02-01,151.305477194444,Nahrungsmittel und alkoholfreie Getränke
2023-03-01,151.429295097222,Nahrungsmittel und alkoholfreie Getränke
2023-04-01,152.543656222222,Nahrungsmittel und alkoholfreie Getränke
2023-05-01,152.915109930555,Nahrungsmittel und alkoholfreie Getränke
2023-06-01,153.905653152778,Nahrungsmittel und alkoholfreie Getränke
2023-07-01,154.524742666666,Nahrungsmittel und alkoholfreie Getränke
2011-01-01,103.3,Verkehr
2011-02-01,103.8,Verkehr
2011-03-01,105.3,Verkehr
2011-04-01,106.5,Verkehr
2011-05-01,106.1,Verkehr
2011-06-01,105.7,Verkehr
2011-07-01,105.8,Verkehr
2011-08-01,105.7,Verkehr
2011-09-01,106.2,Verkehr
2011-10-01,106,Verkehr
2011-11-01,106.3,Verkehr
2011-12-01,106.2,Verkehr
2012-01-01,106.7,Verkehr
2012-02-01,107.2,Verkehr
2012-03-01,108.4,Verkehr
2012-04-01,109.2,Verkehr
2012-05-01,108.4,Verkehr
2012-06-01,107.4,Verkehr
2012-07-01,107.6,Verkehr
2012-08-01,109,Verkehr
2012-09-01,109.7,Verkehr
2012-10-01,109.4,Verkehr
2012-11-01,108.3,Verkehr
2012-12-01,108.1,Verkehr
2013-01-01,108.2,Verkehr
2013-02-01,108.6,Verkehr
2013-03-01,108.4,Verkehr
2013-04-01,107.9,Verkehr
2013-05-01,107.9,Verkehr
2013-06-01,108.2,Verkehr
2013-07-01,108.3,Verkehr
2013-08-01,108.4,Verkehr
2013-09-01,108.5,Verkehr
2013-10-01,107.2,Verkehr
2013-11-01,106.7,Verkehr
2013-12-01,107.4,Verkehr
2014-01-01,107.8,Verkehr
2014-02-01,107.9,Verkehr
2014-03-01,108.7,Verkehr
2014-04-01,108.7,Verkehr
2014-05-01,108.7,Verkehr
2014-06-01,109.1,Verkehr
2014-07-01,108.9,Verkehr
2014-08-01,109,Verkehr
2014-09-01,109,Verkehr
2014-10-01,108.2,Verkehr
2014-11-01,107.1,Verkehr
2014-12-01,105.7,Verkehr
2015-01-01,103.6,Verkehr
2015-02-01,103.9,Verkehr
2015-03-01,105.4,Verkehr
2015-04-01,105.8,Verkehr
2015-05-01,106.4,Verkehr
2015-06-01,106.6,Verkehr
2015-07-01,106.6,Verkehr
2015-08-01,105.5,Verkehr
2015-09-01,104.3,Verkehr
2015-10-01,103.9,Verkehr
2015-11-01,103.4,Verkehr
2015-12-01,103.5,Verkehr
2016-01-01,101.865991666667,Verkehr
2016-02-01,100.607091666667,Verkehr
2016-03-01,101.446358333333,Verkehr
2016-04-01,102.075808333333,Verkehr
2016-05-01,103.334708333333,Verkehr
2016-06-01,103.754341666667,Verkehr
2016-07-01,103.964158333333,Verkehr
2016-08-01,103.124891666667,Verkehr
2016-09-01,103.439616666667,Verkehr
2016-10-01,104.278883333333,Verkehr
2016-11-01,103.754341666667,Verkehr
2016-12-01,104.803425,Verkehr
2017-01-01,106.167233333333,Verkehr
2017-02-01,106.062325,Verkehr
2017-03-01,105.327966666667,Verkehr
2017-04-01,106.691775,Verkehr
2017-05-01,105.957416666667,Verkehr
2017-06-01,105.327966666667,Verkehr
2017-07-01,105.7476,Verkehr
2017-08-01,105.7476,Verkehr
2017-09-01,106.272141666667,Verkehr
2017-10-01,106.062325,Verkehr
2017-11-01,106.272141666667,Verkehr
